feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
1.3934504116540136,2.8537096528912747,1.6973013273768809,0.2698839867465493,-3.707703233852283,-0.13605912485377833,1.7507266973309716,-0.43536481319876486,-1.5269157707873873,0.1812831586562019,0.35671214027695464,0.9238305432429885,6.847821733270595,-1.8491563191414817,-2.906301038377119,-1.518905507520628,-4.466095163155639,1.803666849025275,-2.681768787944991,-0.9089678258183647,1
-4.535946929124393,-4.401858650279212,5.512196473662657,-0.22218092916024917,-1.695868020389145,-1.2927292057983852,0.1541337725257615,0.41277378472457293,0.6717847273172401,0.10690357303315337,7.371788175382919,0.431309021436134,-2.716471500482958,2.046706033920692,-2.8462718244807297,3.0136178737562607,-4.572688470987346,-0.05321006774841903,0.4320223505277385,0.9642072592169506,0
-1.6935897575698342,-1.0073212463128416,0.3071527163086465,0.5140512393600046,-0.7567034198936469,0.7973369828587912,0.5635477051032873,-3.109493144982385,-0.861536960634336,1.1625897118466406,0.15466093553340055,1.5795736303763361,-2.89326684186432,-1.0491674605676018,-0.4710606745321855,-0.08140622124319186,-2.180226949181088,0.7323051574152267,0.3597307235963112,-0.804052822968742,1
-2.5641494648660546,2.6340696278654026,1.3121730851480153,1.1232910498197595,3.0632796274135914,1.1165424579309553,0.5078101431514679,-0.33275061069580314,-1.8543579409237172,0.13466836645895916,4.109461006883224,0.3186313219269807,1.8926961689349253,-1.5080624838122325,0.1888102360778139,0.6429006753249196,-0.8458872310016963,0.0747938122476373,-0.4668643002947359,-0.21525961604706811,0
1.949827313932683,2.0639708064351536,2.2368177933488065,0.29723812767945357,-0.8614068548356476,-0.7722620424661953,0.170625746759259,-0.25625579943368915,0.44667339752907614,-0.3990669707433102,-0.5354882771792029,-1.0890892853904477,1.2245959043418715,-0.3236085952876853,-0.3915303074790837,0.48518299294686373,0.9584279659481546,1.3205559605930637,-0.7490423549374143,2.161707629947017,1
-5.913479290660209,2.1536969614035613,0.7633916341274728,-0.9382154581469675,5.815874766498618,0.5689410044788238,-0.28905216686248736,0.3977859190451394,0.1292094182363858,0.7180377431618097,1.7847140065023899,-1.0908355040964928,-0.5093708014895574,-0.3626126891748588,1.0875015669624601,-0.6892123835320574,3.9209964394098114,0.3532983176151882,0.1698769775686606,-0.25725293439093355,0
1.2987930485801398,4.590206145775441,2.3508676569442475,-0.0783534951688853,-1.2353414716949387,1.1089277431848918,0.14968392461497798,-1.180602347841388,-0.3356166308780698,0.3140008648521063,-2.7392860186555437,-1.5112067989350675,-0.7604926195550334,0.04936668993286854,-0.39242939123295184,3.485889803292618,-2.1746250663519215,1.5638947141620922,0.2995814620257451,-0.47811969778486896,1
1.2523068566852085,-1.8903605710815459,3.1869784684417444,0.307406711471059,2.271906428618332,-0.564897634988779,0.5268583306707179,0.14561674672659186,-0.9566798670095106,0.13665942914854942,3.0463151135668243,0.4409561097930077,-9.486252634478697,-0.8228408193384578,-4.033048578012696,2.135004979636644,2.132210982873172,0.3136016222363945,2.784356229474767,2.5859388799301923,0
-2.417000552941997,1.3859871901154994,0.27713697145839156,-1.546719639186115,0.23888384258738216,0.13303283332350976,0.021021865007544247,-1.321544353720652,0.6269364390413974,0.007504530085298691,0.911803292524074,0.5821520529723262,2.4092106725274562,0.9529478304873055,0.5533891214745486,-0.07908666740359771,-2.25820299019909,-0.07968123502920095,-2.2312721708342984,0.4065141508823996,0
-1.46778908091859,-0.38594821974613946,2.235297325427706,-1.7850402153999223,-0.1922722314140224,0.28810099632813535,0.42042197478808835,-2.574059365005442,-0.6656666544020475,-1.1384392255923577,-0.06539433735316935,-1.216374775533709,-2.7142950404374857,-1.7824188322291277,-1.1511209132454823,1.5082151640309363,-2.9594323347432807,1.5409317125615363,-2.817311868277608,-0.002195304478925797,0
2.7147202524371083,0.26042769644898567,3.7320101659463343,-1.0046871641630517,-2.7886996903685324,-0.2958319958566306,-0.7315395767415371,-1.8076255728338353,-1.9853528331127985,0.5758148270691502,1.1920301123193608,-0.2296319144204997,4.5540916113629155,1.2034623151425041,-0.24941581507088906,-1.4101047694754505,-0.15866651803683496,0.7997225827769638,-2.206221030257969,0.1804844627469928,1
-1.2063528369727206,3.2787466194314123,2.2136234622481545,1.1943483201769887,-0.14940833584754443,-0.6367681517359631,-1.2386695952644478,-3.5343910356002404,-0.20613979744058528,0.3587332951804826,0.9374445350212961,-0.8911620907804506,2.300528702995657,-0.6623798758533695,0.27563643953978234,2.377929518163543,-6.0859471113204515,0.08592683659737514,-4.49979076416035,-1.2066451074604383,0
1.1961678888462106,-1.122573393344184,1.2243365163048352,0.017111321892627453,-2.08913500851446,-0.3274767510152299,0.7245579655848581,-0.0019845411463856877,0.4165078560685382,-1.3194927151300442,-1.7528729026393917,-0.41146774260806573,-1.4091475815436594,0.8993369330497577,-0.32461906884996705,1.9334767836826914,-1.7382255951180279,-1.0185943205369785,-0.7082499061371679,-0.8811978321413529,1
-1.5092301817110494,1.085854325481677,0.2829782862870839,1.0843471684820112,1.8249125483730033,-0.3697059749920068,1.701525134000074,-0.9509606683867871,0.37279955512065477,-0.19243214055218538,-0.36713861417777194,0.9053295854856132,-2.8123375910117936,-0.8226702941466577,-0.08747563593076046,-0.06294949995262966,2.0107138822987136,0.12714673657385195,0.9844768060711264,1.5120188087736728,0
